min_knee_angle,max_knee_angle,avg_elbow_angle,avg_neck_angle,avg_back_angle,reach_cm,horizontal_distance_bb_saddle_cm,mean_pelvis_angle,pelvis_angle_deviation,mean_spine_angle,arm_length,torso_length,inseam_length,knee_flexion,saddle_height,saddle_position,reach_label,hip_rocking,hip_asymmetry,spine_asymmetry
70.99085529881074,131.82902577501082,156.5212936909657,163.96950659678723,176.42019285393425,35.16446262777783,14.742425255217364,-3.3989074641361805,4.9703394254212165,5.4852786342723885,68.45928346223631,71.0500406773088,85.46108679834192,under-flexion,normal,too forward,underreach,stable,right-lean,left lean
73.68209952651108,144.65776616759564,153.46184261822435,163.62883530991323,169.20337967429901,49.721642886741705,9.394925125698636,1.0261685097729556,8.281166880400278,2.291689813818767,65.61615856180832,60.92430523303411,80.14903640848974,normal,normal,too forward,underreach,unstable,normal,left lean
83.55527884179041,139.10552268367178,156.487008944987,170.5078190800774,176.24328530239083,38.04295773839033,5.604469229852702,-1.8228534299055106,5.54801788879429,4.643207156510442,62.70848356173288,56.93624113190286,83.35969910714417,over-flexion,too high,too forward,underreach,unstable,normal,left lean
65.9902134647508,155.57873377432554,147.93984324414947,194.99064250215974,193.0486950310088,53.244592439992005,12.491155790258706,1.8887164739359585,7.324291295355087,-0.5637118367855241,57.98179537457433,65.40511169226855,93.84913083313185,normal,normal,too forward,normal,unstable,normal,normal
75.42703315240834,164.34539816740363,143.1263394141772,165.15610340293995,169.1053014327757,52.85591879179772,10.651732562239374,-5.812232184695208,7.711761969858492,3.2596888463436198,55.442783258842915,65.57589223607498,72.83036691524738,over-flexion,normal,too forward,normal,unstable,right-lean,left lean
77.77243706586128,138.97855218554866,154.75901894795183,188.79987210509785,180.97745383430998,48.07802292738515,9.478913448444631,-5.227501397819525,3.281222271186045,4.116521240060441,59.37669355175385,70.94335544450747,75.19288804311728,under-flexion,normal,too forward,underreach,stable,right-lean,left lean
61.39351238159993,152.8961110515926,147.20949010283107,164.04662478452414,192.2438699184299,48.444682996012105,8.092688787921897,-4.804066167225017,8.881294356483089,2.5305075310025096,57.14942807937363,74.36638412464204,94.06321766466388,normal,too low,too forward,underreach,unstable,right-lean,left lean
78.22634555704315,136.9334171465909,153.42541650458264,184.925514149913,174.13909900513517,35.10678283939377,10.023985278435356,-0.9720757762772276,5.138401878182611,0.09332743283477551,70.70890061704479,56.10601372656697,93.9331212131801,under-flexion,normal,too forward,underreach,unstable,normal,normal
65.11572371061875,149.78655891000633,145.4128788396353,174.24269196476578,185.6883854801079,54.69743132227204,8.38679604457031,3.777554071919713,2.891665932593894,1.510393315384416,57.24995915627771,66.83378947486217,74.42913553161932,normal,normal,too forward,normal,stable,left-lean,normal
61.95154778955838,146.23763703409176,141.62459269613345,191.5565585186347,169.82526296195257,52.55665207151629,12.570118677473603,4.658134924540592,8.788742936095993,2.406083948146563,69.48456474613673,68.625570606296,73.62772042813245,normal,too low,too forward,underreach,unstable,left-lean,left lean
88.4665661176,164.0201865371038,159.85163590975526,169.34761795301455,164.3711778147264,52.90212451460184,10.43893696492641,-3.062271119269191,4.760369254956283,-2.9629871613428773,62.713173795521655,74.71602701497044,80.52712835846549,over-flexion,too high,too forward,underreach,stable,right-lean,right lean
88.96896099223679,151.29845454437634,143.124030158612,185.56807317559839,191.77536900371425,48.18489074101744,13.768477741541119,0.892436690868168,7.752811945417477,3.7149511309798164,56.46756779487552,73.85180428553824,71.24295731219922,over-flexion,too high,too forward,underreach,unstable,normal,left lean
84.25192044349383,142.23272302303866,159.76841987926963,169.4273013830354,163.95874493634827,41.89573857309073,10.43543914649442,3.2203799123112056,5.932297649994336,5.40389446760728,71.25460098863172,69.24901529423956,86.3725883071285,over-flexion,too high,too forward,underreach,unstable,left-lean,left lean
69.13841307520111,133.99335247107766,159.54559865132893,188.54641132448614,170.85525580318338,52.87297298180962,7.3826241333993,-2.5340468409646957,4.436845770110503,-0.4171282178407676,66.59261140473227,65.43578822488932,71.93740054154355,under-flexion,normal,too forward,underreach,stable,right-lean,normal
62.93016342019152,135.2936390057227,155.87636207816078,194.94712138242994,194.2043768798976,40.830338563023844,13.510918822321445,-1.0919071591647214,8.288887735347124,2.4128061973185275,59.71523025727146,58.23047844598523,71.45074067735702,under-flexion,too low,too forward,underreach,unstable,normal,left lean
80.52699079536471,137.88609254829322,153.18845924163995,165.0720719650704,173.85877148314668,46.254230866844054,10.57219044930044,0.28769043222856716,6.260229384801518,2.8443108694842483,72.89362348665335,62.683531104088345,82.12967340522123,over-flexion,too high,too forward,underreach,unstable,normal,left lean
73.20457481218804,138.78383314691044,151.5561410050217,194.66382754382013,198.92181398056644,36.99461944687765,7.068410381435612,-4.381501843103427,4.515058921843286,1.946970570257763,55.90516627741103,66.70244650114309,93.94466590275253,under-flexion,normal,too forward,underreach,stable,right-lean,normal
63.66114704534336,159.77156202443982,157.3220309075567,183.74301017657191,199.1893733909544,53.439112602655,11.235078099562221,-5.688212475290636,1.9863808330161432,0.5653812999436258,59.036392163955256,69.50400793191507,80.66989840157899,normal,too low,too forward,normal,stable,right-lean,normal
74.85530730333811,149.64279758988837,145.78879043238976,165.08441963468096,170.73104081814228,37.81540915542427,8.577167649424275,-4.1663302881806015,9.059007823900371,4.579775454897728,70.04093855611723,67.70799114958224,78.91202896651377,normal,normal,too forward,underreach,unstable,right-lean,left lean
61.03165563345655,148.31868189810282,149.35362424969753,177.10167421438848,161.63912888999562,39.497936114608144,13.444056122920658,1.5222434550424007,1.319226268074999,-0.6128794887732667,69.18755860619778,69.28245603655482,94.94891788755714,normal,too low,too forward,underreach,stable,normal,normal
87.27961206236347,134.0169105154226,152.38779938733003,166.4344117394039,188.20253136821518,46.1626831625643,9.532997386465428,-5.1165808615958195,8.768686135312507,-5.2667645221607575,60.78543387448956,63.583050091037954,83.29922401947958,over-flexion,too high,too forward,underreach,unstable,right-lean,right lean
67.76339944800051,160.10488926723022,148.2238095173898,188.0139155546628,178.03946010593376,50.28186000425963,12.264413581074168,-3.7236436217984603,4.239653723948399,4.1346765085459225,56.240497507055665,69.55254581142017,79.38103517225622,over-flexion,normal,too forward,underreach,stable,right-lean,left lean
79.87566853061946,155.29850061229692,148.54972908180537,190.354725376718,164.03011375838304,47.38702611872598,5.955362076362372,-1.9457533716563553,6.754048871512652,2.087775267798609,72.16156144449887,57.874825120394384,79.64652033354005,normal,normal,too forward,underreach,unstable,normal,left lean
69.35133228268234,132.36839266650006,146.6056933500417,164.23186081091197,188.3009127591217,39.64267825600312,8.960243463023462,-5.065559228323604,9.299797514521167,4.191103517995758,61.27395276139805,58.25172623526227,74.87398740083776,under-flexion,normal,too forward,underreach,unstable,right-lean,left lean
75.60204063533432,154.7742284030419,151.2846363336907,180.24559410778576,161.24699636447684,35.01886085054981,14.832414364723988,-3.699608746060387,2.3653595395350857,-4.337430690663668,58.914268298565304,58.25664291658926,82.80557643618847,normal,normal,too forward,underreach,stable,right-lean,right lean
76.40130838029839,149.0238376069926,157.01149056030232,192.5850022410367,194.8078676196897,50.14301160614878,13.084602894771484,4.935237467802132,6.102554280749292,-5.6309647138834045,65.32123644721955,72.81729914071552,80.97137570420014,normal,normal,too forward,underreach,unstable,left-lean,right lean
65.5456336657658,132.86038710113723,144.03056756012626,197.44652166203986,165.54610116453216,54.704146518221876,6.5994080236692865,-5.768410413276182,7.879895761331729,5.212494484590016,73.20454398564894,56.52068126617269,76.76988240868533,under-flexion,normal,too forward,normal,unstable,right-lean,left lean
89.08753883293676,146.04052245350297,158.68866077506883,180.5407146696708,165.092475149869,51.19826240612181,7.777640494772551,1.8411830900923452,7.818254494471517,-4.227260329793109,55.870931556867504,71.03016745466951,74.01350216504399,over-flexion,too high,too forward,underreach,unstable,normal,right lean
83.25398470083343,146.96437004955163,153.7817530749646,198.01116894445627,167.0268919187434,44.2041323631323,8.29815808856361,-1.3870928290177815,5.730687231395536,3.715827984845422,70.31608176061775,59.67141796093475,77.78097171668884,over-flexion,too high,too forward,underreach,unstable,normal,left lean
88.18496824692568,135.80210890571465,156.4654642536006,181.42755881824118,198.41065433968265,53.07534522798213,11.503655604954456,2.071784873188454,6.622655139158122,3.878519306167629,66.44946455877418,64.36859880990501,82.71708319219323,over-flexion,too high,too forward,normal,unstable,left-lean,left lean
86.84482051282947,163.09943514500986,151.12381385260022,175.7676197839963,187.72677441015384,43.196953462367,12.569947594896556,1.0643006443608547,7.817742947195601,2.5044624065880363,63.508982331036336,73.31913190931355,71.45833180712005,over-flexion,too high,too forward,underreach,unstable,normal,left lean
77.93699936433255,159.74913800182316,155.59033402848127,193.92812514211582,192.05486141854547,45.498681684869354,12.495266088079099,-3.3180149477442686,8.569248739816706,-4.424853466885549,69.8816088821012,66.71874459375013,73.84360071459889,normal,normal,too forward,underreach,unstable,right-lean,right lean
87.6562270506935,153.4157818065188,140.32400794678935,179.71930841832358,175.9053994293101,44.54259534791366,10.098740563064029,4.166513850880662,7.856317871882774,2.008783494729691,74.31648848883265,59.202353724647175,93.69143167422739,over-flexion,too high,too forward,underreach,unstable,left-lean,left lean
62.65477506155759,146.18034463502124,156.3676084955907,178.87610042258092,173.45250910019823,43.9524774533105,13.108205378381513,-0.09671540868771977,4.186044488631184,4.669038999922387,59.58412422325382,60.68180120637614,83.57138377578347,normal,too low,too forward,underreach,stable,normal,left lean
65.87948587257435,144.4117939554578,140.80277718170734,179.61249957639313,169.3793602713268,50.50381538587811,9.370780827574752,3.870432226961661,9.970537609519598,-0.8936202623894012,57.872947301442395,73.40893247791571,71.58623259150094,normal,normal,too forward,underreach,unstable,left-lean,normal
61.35681866731614,152.7840713502834,157.79826752725725,193.87140007478982,179.22592113249635,45.53537814538984,6.2388056529556195,-1.1278495657413696,4.9105242434737395,-1.037797747456814,73.25763490445394,63.54287850219957,87.32719396923932,normal,too low,too forward,underreach,stable,normal,normal
69.75990992289793,149.09011542924168,159.83925494477288,193.27766166752207,182.07314934136673,41.33434244050432,10.644418416538134,5.816226646982869,1.2201823248304007,-0.6857002850469716,68.37906154914607,66.73970966013579,71.54507175197587,normal,normal,too forward,underreach,stable,left-lean,normal
71.66031869068446,132.179558705866,145.88134924353557,176.14079969760846,185.2709937461102,40.163163353169566,14.523013846011066,3.245872302015556,4.263552564269158,-5.012737311885523,63.759720431239316,64.19864393250778,88.47185567615932,under-flexion,normal,too forward,underreach,stable,left-lean,right lean
68.14047095321688,147.9375927069616,144.20637112571586,173.331994394821,170.28474015994777,35.75494633934867,12.929936513925114,5.5914024613508815,2.1500465911645894,4.70430682835968,66.46519140528567,62.56876176096899,88.74906804300068,normal,normal,too forward,underreach,stable,left-lean,left lean
84.86212527455788,158.2241266031494,155.3072672771608,179.67712096156518,197.94616323611962,46.66390323766092,10.787006476922425,0.17191774691830553,2.092983541555375,4.4301943677661235,69.91227810352488,59.465582538648036,86.27697439373131,over-flexion,too high,too forward,underreach,stable,normal,left lean
70.70259980080768,146.07339571589353,145.06052681840507,182.91090038948437,166.79033992828545,39.599228308020685,11.468056603490968,-0.31570641251159426,3.5338153609620493,5.9749118614834344,70.46063797411435,68.72383000969204,88.30511361548375,normal,normal,too forward,underreach,stable,normal,left lean
68.42803529062142,131.8184802143994,157.31124766344408,169.53348842511988,198.6261269906565,37.962678440327664,14.305620270355726,3.065445711903095,1.4803794475953476,1.0221976979809613,73.39788361637929,69.3648405254424,72.19914452532645,under-flexion,normal,too forward,underreach,stable,left-lean,normal
76.28088249474746,157.51973697844116,142.05685184314953,191.75820338862363,160.59424490030014,48.07659927655355,9.283427944349604,4.563495156161162,7.1966096956860675,3.014299637416629,63.53685577791245,60.49770183214799,88.16951380888169,normal,normal,too forward,underreach,unstable,left-lean,left lean
64.22772674924288,137.0477323747591,142.51910392758717,179.4593106292969,179.2450276726738,48.624185156430975,8.313941389426374,5.569749550386696,1.6658999578171456,-3.5679371243123437,60.8682182003879,70.7802168610966,73.41720799309708,under-flexion,too low,too forward,underreach,stable,left-lean,right lean
84.06590942262119,139.05172922108136,159.5830311020123,173.36182193679838,173.3347135246625,50.04309784515332,14.77241565000449,-2.1053771276100033,2.8296059989236055,2.010345818690034,67.79328533579684,72.09070400603359,78.48764768179609,over-flexion,too high,too forward,underreach,stable,right-lean,left lean
62.23651931039313,135.76472237013036,153.4767779654001,164.27283971855962,177.96493655721002,45.07153792677183,13.634431335103335,3.5844548861116667,1.8360974304470745,1.7967941850886877,63.31455798559061,73.41350192479261,93.56863133751582,under-flexion,too low,too forward,underreach,stable,left-lean,normal
89.60660809801553,141.55752727050242,156.93774448857906,169.55380641614428,182.82658315923157,52.88109210407773,8.230435846186024,-3.4722528283735596,1.5685095781272795,4.814504830099349,66.89196907897956,58.2242482783674,82.5718869414785,over-flexion,too high,too forward,normal,stable,right-lean,left lean
83.16734307889972,156.48630269910223,146.48658754703035,197.97124687023936,177.42356632050837,53.72685506796456,9.637805973609229,0.546892160945343,3.409764989855875,3.9695126740688895,63.399715969119,61.078473672265325,94.18566080207535,over-flexion,too high,too forward,normal,stable,normal,left lean
65.96147044602517,148.1785050826378,153.52967499041208,172.20398747278105,176.5938740120638,51.14741879584979,9.15078129007799,-3.84182221908961,6.147090708943329,5.261597551413157,58.05991573356349,72.20706695007391,72.22306147216844,normal,normal,too forward,underreach,unstable,right-lean,left lean
60.16566351370807,137.17084459527493,151.88483654617195,166.75437157468141,189.30893661653226,47.71186964016374,6.490956786714339,-1.831231658995934,9.682170008021576,4.426001672419289,64.38853503317917,58.97080405655788,81.9389149890795,under-flexion,too low,too forward,underreach,unstable,normal,left lean
84.46384285364502,160.72405273532144,152.06300240245895,178.42691166619971,187.4350510034586,41.074419071823776,14.578193238132592,5.176300406477511,8.880009889146457,4.424326738786224,68.81835643882066,55.069369184869906,71.56005800692176,over-flexion,too high,too forward,underreach,unstable,left-lean,left lean
81.20572031542852,160.78536492330352,153.65064919075442,172.28350973440996,193.33085128143392,54.65889843240443,9.043124312197587,-4.246911602722967,8.883405329007923,-5.235320079735381,70.985676153353,72.41654620503269,85.75525655998212,over-flexion,too high,too forward,underreach,unstable,right-lean,right lean
81.87021504122961,160.47024487661025,151.50718346258196,161.40637001084775,169.99835924957983,40.48272334383877,13.75329082637908,1.5888107416223578,2.5846033243389184,4.15154343235147,64.86652553593093,61.52898883502739,71.9676750342129,over-flexion,too high,too forward,underreach,stable,normal,left lean
83.13811040057837,138.35786739835387,148.58124738605332,172.92580869117668,184.38114039016256,39.05313843980862,6.893562276806651,1.11545127512884,3.384164741480381,1.2897407340374176,58.304757804208016,63.289950502779,74.38419506350944,over-flexion,too high,too forward,underreach,stable,normal,normal
62.22133955202271,145.79337704633457,145.51845388761095,181.76434495757874,183.40779141571414,43.84308227573165,10.478708106372197,-4.551139767492162,1.6875398511577513,-1.434666578808466,63.29375419298863,63.92668051441276,76.47075775173201,normal,too low,too forward,underreach,stable,right-lean,normal
70.75397185632818,164.47463796493062,155.37162661826403,182.06849488079868,174.78951243490755,36.13681141424777,5.239613851242698,-2.088251474774254,8.006215059236666,-5.321824507343252,70.72587857683396,71.96549201334457,88.71859629161207,over-flexion,normal,too forward,underreach,unstable,right-lean,right lean
63.47607178575389,157.02043667084968,144.52544860006373,174.26235684707555,179.44230167610723,54.569889293435814,12.642204838423085,0.7557780541831889,1.6283467133700575,2.1320852972165607,63.25718541234146,61.75784289186921,74.09905297045187,normal,too low,too forward,normal,stable,normal,left lean
85.89310277626781,130.9508597428946,153.84708612308827,177.89211025010403,172.55128573222916,46.76867112832849,10.809138982462784,-3.753856692138117,6.0102610373876795,-2.0615789935485904,68.93061587208445,72.84559771712964,91.1658013323267,over-flexion,too high,too forward,underreach,unstable,right-lean,right lean
78.69894380482674,132.2821606941172,144.66665645298653,198.62071672939067,165.67377590467942,46.13904183328351,11.255895834697526,3.6074838769537845,3.2308801509155565,-0.38668482016758254,65.1442736335618,67.33878276096095,73.29759847077003,under-flexion,normal,too forward,underreach,stable,left-lean,normal
69.92694074557947,146.23759818843166,152.50660339908907,175.09393908921245,168.55204842650932,48.1159255979944,5.517208825546534,5.665878114416998,3.1910107062587025,2.1807412446616112,59.824462502187934,65.54573448067369,70.8811112267539,normal,normal,too forward,underreach,stable,left-lean,left lean
61.90675050858071,161.82270720515461,154.9415653425806,170.32907253039932,164.22054585604803,44.94047295554413,7.110383302086154,-3.4228872004503352,9.916525497228447,4.941294564289715,70.92301016046149,61.51229014254925,79.87613547424169,over-flexion,too low,too forward,underreach,unstable,right-lean,left lean
69.32946965146986,148.854562928345,144.3742777781308,169.7386817626704,187.32278300760495,35.64127034189083,5.743308723535802,-3.757056422513089,7.8110182628068365,3.9052429872599816,56.68426908141374,59.87423392562371,94.48604104928238,normal,normal,too forward,underreach,unstable,right-lean,left lean
69.75549966080241,147.42343778120016,141.19886601722615,178.31058450816536,186.42909572436605,47.24622577680793,7.8891431580381175,-0.5407791384306648,8.532454224619451,-0.5928344507568024,65.49780565510301,67.48116885554697,72.75855569471943,normal,normal,too forward,underreach,unstable,normal,normal
81.88818535014192,133.69157949848207,142.61947485988347,190.38080594867776,198.02425486319493,49.32347753912861,11.27439007682151,2.9731833256803863,6.147844168096114,-1.3466021106434525,59.177820684868095,63.93788320113153,72.54296110099072,over-flexion,too high,too forward,underreach,unstable,left-lean,normal
79.12672414065639,152.98730366535028,152.1199393454205,168.23952736753893,189.18713654588964,43.33498121248106,10.661859843173751,-2.620792677176983,8.839128586543744,-3.1226431338714304,56.34131257082751,73.21032019864012,88.7791627698906,normal,normal,too forward,underreach,unstable,right-lean,right lean
86.6163822772898,158.7736106210079,156.9889281245147,188.37184508563072,162.08183355024525,50.14591144142386,11.121498216133903,-5.761441095632636,6.809414852497176,-1.5308789858883811,65.05867874166498,64.832774322281,77.80404234983914,over-flexion,too high,too forward,underreach,unstable,right-lean,normal
74.16644775485848,143.3147002627647,140.8999364247085,160.84599293397665,195.36980695715818,39.54002598676841,10.492512713778943,0.49464753639472736,9.515563343167107,-4.66744335249722,64.99124311869848,65.23589833402383,87.93204043064293,normal,normal,too forward,underreach,unstable,normal,right lean
63.58782737814905,157.14641478238647,154.6830251808329,176.75731911935785,194.50700651782904,39.42553182132368,7.730287956758594,5.479206813207691,3.532047274410731,5.653266100377055,69.13801803351441,63.33446562272002,75.00026473608409,normal,too low,too forward,underreach,stable,left-lean,left lean
81.39734361668985,163.7566828865284,146.82637291900105,191.03460260811147,177.73281283090796,38.22833975375148,7.445074973444252,-1.3046777351166536,6.3578759120460555,0.8870093275149467,69.8950138610381,70.78525993982569,81.50179985495407,over-flexion,too high,too forward,underreach,unstable,normal,normal
82.82355145850693,137.13182606946913,149.57056739839044,173.54931823097726,183.43452202111686,42.43989519578324,6.370596835365813,-0.9583853498027946,7.211182131432029,-4.466329886457445,69.55582977385794,63.496783962185404,76.63224694372295,over-flexion,too high,too forward,underreach,unstable,normal,right lean
76.83831592708489,148.31653709181595,158.57719099691133,182.549484057816,199.04313329890076,51.94024070778167,13.490708749034921,5.626820605368454,4.53643574525026,-1.7663278888091307,63.1911746583351,60.3868399949951,81.28820537197717,normal,normal,too forward,normal,stable,left-lean,normal
83.12901539863682,140.04982853296013,146.63943009471691,168.19916931303644,181.29217455392666,51.55824124298128,11.164793585412445,2.33529133952074,8.917371841636479,0.5644697234478713,67.63379574453126,72.24061748587019,89.22742731463259,over-flexion,too high,too forward,underreach,unstable,left-lean,normal
74.81386789093172,157.74990466618436,149.3067386787897,189.6798156450469,196.2128731350436,42.65648415927008,6.865110125040598,2.630063074105502,9.81822846793739,0.39462763969043557,66.5389048528792,66.9365644273048,89.05024851194155,normal,normal,too forward,underreach,unstable,left-lean,normal
75.68198488145983,150.21576780584053,140.27364829521363,162.09116413075037,163.32155031240745,46.78237471960473,6.772093798212396,0.7524240644528115,5.443925422353955,-5.573959575376412,63.43123512233839,66.83020439538004,82.8943071918431,normal,normal,too forward,underreach,unstable,normal,right lean
72.82623055075649,152.21038461426065,141.63197440009677,194.10170579502002,167.6420747483473,49.41632632949831,13.730356015261368,5.695310530358899,4.515765893239052,5.410092410749336,66.94425388371987,67.21644414327854,93.20929609302627,normal,normal,too forward,underreach,stable,left-lean,left lean
60.762573802322855,157.9269955865563,145.17183182269568,167.92785545686672,177.6301977376527,39.82413549256046,12.427308637633192,2.266397813106673,5.247441357008128,-2.6954918223006645,73.94495753412525,69.37679496411333,76.59460256120686,normal,too low,too forward,underreach,unstable,left-lean,right lean
63.23674280979913,143.85896654318591,140.5570448164215,194.97592126833322,183.3902723334922,38.36282171789494,11.593990799053714,4.740393019262033,8.674630711587383,-5.805783972817306,58.857874873627544,61.26135978625133,76.00778377798083,normal,too low,too forward,underreach,unstable,left-lean,right lean
60.94287557060203,162.02815239424652,152.62750652096503,174.1011696520207,192.649114074512,54.441919864246216,9.068641075392998,2.392546388798653,6.809215829663509,-5.08267189259661,73.11544191571053,55.67688741666006,85.34516002938584,over-flexion,too low,too forward,normal,unstable,left-lean,right lean
79.09231233791341,148.6560103536149,148.52796713603246,188.90734297897947,199.53048460572748,47.351146264192366,7.619755642785176,2.8213898980847514,1.4029513526628556,0.9623388389757235,56.06911027966397,71.21186321754018,85.53242585541973,normal,normal,too forward,underreach,stable,left-lean,normal
